cliente 250;FOR;SAO;12 dias;3 estrelas;R$ 9500
cliente 251;SSA;FOR;2 dias;1 estrelas;R$ 5500
cliente 252;BEL;FOR;6 dias;5 estrelas;R$ 6000
cliente 253;REC;FOR;13 dias;3 estrelas;R$ 9500
cliente 254;CNF;RIO;7 dias;5 estrelas;R$ 2000
cliente 255;SAO;RIO;5 dias;1 estrelas;R$ 2500
cliente 256;SSA;FOR;7 dias;3 estrelas;R$ 6000
cliente 257;CNF;SSA;2 dias;2 estrelas;R$ 6000
cliente 258;FOR;SAO;1 dias;2 estrelas;R$ 3000
cliente 259;CNF;REC;1 dias;2 estrelas;R$ 6000
cliente 260;BEL;RIO;15 dias;4 estrelas;R$ 9500
cliente 261;BEL;SAO;13 dias;3 estrelas;R$ 3500
cliente 262;CNF;BEL;14 dias;3 estrelas;R$ 3000
cliente 263;SAO;RIO;4 dias;2 estrelas;R$ 3000
cliente 264;CNF;SAO;7 dias;1 estrelas;R$ 4500
cliente 265;SSA;BEL;13 dias;5 estrelas;R$ 4500
cliente 266;CNF;RIO;3 dias;4 estrelas;R$ 6500
cliente 267;BEL;SAO;7 dias;1 estrelas;R$ 10000
cliente 268;REC;CNF;5 dias;5 estrelas;R$ 3000
cliente 269;SSA;REC;10 dias;4 estrelas;R$ 3500
cliente 270;SAO;FOR;6 dias;3 estrelas;R$ 3000
cliente 271;RIO;CNF;3 dias;1 estrelas;R$ 3500
cliente 272;CNF;SSA;7 dias;2 estrelas;R$ 3000
cliente 273;RIO;REC;11 dias;3 estrelas;R$ 7000
cliente 274;FOR;SSA;14 dias;3 estrelas;R$ 7000
cliente 275;SAO;CNF;3 dias;3 estrelas;R$ 2500
cliente 276;BEL;CNF;5 dias;5 estrelas;R$ 5500
cliente 277;SAO;CNF;7 dias;2 estrelas;R$ 9000
cliente 278;FOR;CNF;1 dias;3 estrelas;R$ 5500
cliente 279;CNF;SAO;5 dias;4 estrelas;R$ 5000
cliente 280;RIO;SSA;14 dias;1 estrelas;R$ 2000
cliente 281;RIO;REC;14 dias;4 estrelas;R$ 7000
cliente 282;RIO;CNF;7 dias;4 estrelas;R$ 7000
cliente 283;FOR;CNF;11 dias;2 estrelas;R$ 9500
cliente 284;CNF;RIO;8 dias;3 estrelas;R$ 2500
cliente 285;SAO;FOR;5 dias;5 estrelas;R$ 7000
cliente 286;RIO;BEL;4 dias;3 estrelas;R$ 6000
cliente 287;REC;BEL;6 dias;4 estrelas;R$ 9500
cliente 288;SSA;RIO;8 dias;5 estrelas;R$ 9000
cliente 289;REC;FOR;9 dias;2 estrelas;R$ 2000
cliente 290;RIO;SAO;8 dias;3 estrelas;R$ 4000
cliente 291;REC;FOR;12 dias;1 estrelas;R$ 6500
cliente 292;RIO;BEL;12 dias;2 estrelas;R$ 9000
cliente 293;FOR;SAO;11 dias;3 estrelas;R$ 5000
cliente 294;SAO;FOR;13 dias;3 estrelas;R$ 7000
cliente 295;FOR;SAO;4 dias;2 estrelas;R$ 7500
cliente 296;SAO;RIO;2 dias;3 estrelas;R$ 5000
cliente 297;RIO;FOR;14 dias;3 estrelas;R$ 5000
cliente 298;RIO;SSA;7 dias;5 estrelas;R$ 5500
cliente 299;CNF;SSA;10 dias;1 estrelas;R$ 6500
cliente 300;REC;FOR;12 dias;5 estrelas;R$ 5000
cliente 301;SSA;FOR;8 dias;4 estrelas;R$ 2000
cliente 302;RIO;FOR;4 dias;1 estrelas;R$ 2500
cliente 303;SAO;REC;9 dias;3 estrelas;R$ 10000
cliente 304;SSA;REC;4 dias;1 estrelas;R$ 9000
cliente 305;CNF;BEL;8 dias;1 estrelas;R$ 7500
cliente 306;REC;FOR;13 dias;5 estrelas;R$ 2500
cliente 307;BEL;SAO;2 dias;1 estrelas;R$ 2000
cliente 308;RIO;REC;9 dias;3 estrelas;R$ 6000
cliente 309;SSA;REC;4 dias;4 estrelas;R$ 3500
cliente 310;BEL;REC;10 dias;5 estrelas;R$ 3000
cliente 311;SAO;CNF;4 dias;2 estrelas;R$ 9500
cliente 312;SSA;BEL;5 dias;2 estrelas;R$ 8500
cliente 313;FOR;REC;7 dias;4 estrelas;R$ 5000
cliente 314;CNF;SAO;2 dias;5 estrelas;R$ 9000
cliente 315;SAO;REC;15 dias;1 estrelas;R$ 6000
cliente 316;SSA;BEL;14 dias;4 estrelas;R$ 2500
cliente 317;SAO;RIO;14 dias;5 estrelas;R$ 5000
cliente 318;CNF;SSA;6 dias;3 estrelas;R$ 5500
cliente 319;FOR;REC;8 dias;5 estrelas;R$ 7500
cliente 320;RIO;CNF;5 dias;2 estrelas;R$ 5500
cliente 321;RIO;FOR;14 dias;4 estrelas;R$ 9000
cliente 322;CNF;SAO;6 dias;5 estrelas;R$ 6500
cliente 323;SAO;SSA;10 dias;1 estrelas;R$ 3500
cliente 324;RIO;SSA;5 dias;4 estrelas;R$ 6500
cliente 325;FOR;SSA;4 dias;1 estrelas;R$ 5000
cliente 326;REC;SAO;7 dias;4 estrelas;R$ 4500
cliente 327;SAO;REC;10 dias;5 estrelas;R$ 2500
cliente 328;REC;SAO;1 dias;2 estrelas;R$ 2500
cliente 329;FOR;CNF;11 dias;4 estrelas;R$ 9500
cliente 330;FOR;RIO;11 dias;2 estrelas;R$ 2000
cliente 331;REC;RIO;12 dias;1 estrelas;R$ 2500
cliente 332;REC;SSA;8 dias;1 estrelas;R$ 5000
cliente 333;FOR;BEL;6 dias;5 estrelas;R$ 9500
cliente 334;CNF;FOR;3 dias;3 estrelas;R$ 4500
cliente 335;CNF;REC;9 dias;4 estrelas;R$ 3000
cliente 336;CNF;RIO;11 dias;3 estrelas;R$ 3500
cliente 337;FOR;RIO;5 dias;5 estrelas;R$ 4500
cliente 338;BEL;SSA;13 dias;4 estrelas;R$ 10000
cliente 339;BEL;SAO;11 dias;2 estrelas;R$ 8500
cliente 340;CNF;FOR;9 dias;5 estrelas;R$ 8000
cliente 341;REC;SSA;12 dias;5 estrelas;R$ 6500
cliente 342;RIO;REC;5 dias;5 estrelas;R$ 8500
cliente 343;RIO;SAO;9 dias;5 estrelas;R$ 9500
cliente 344;SAO;BEL;11 dias;3 estrelas;R$ 6000
cliente 345;SAO;SSA;1 dias;4 estrelas;R$ 8500
cliente 346;BEL;SAO;5 dias;1 estrelas;R$ 3000
cliente 347;BEL;SSA;3 dias;5 estrelas;R$ 4500
cliente 348;SAO;RIO;11 dias;4 estrelas;R$ 9000
cliente 349;RIO;REC;10 dias;5 estrelas;R$ 9500
cliente 350;CNF;RIO;13 dias;1 estrelas;R$ 5000
cliente 351;SAO;SSA;1 dias;1 estrelas;R$ 5500
cliente 352;FOR;CNF;9 dias;5 estrelas;R$ 4500
cliente 353;RIO;CNF;13 dias;5 estrelas;R$ 2500
cliente 354;FOR;RIO;7 dias;5 estrelas;R$ 10000
cliente 355;BEL;CNF;2 dias;5 estrelas;R$ 4000
cliente 356;BEL;RIO;5 dias;2 estrelas;R$ 5500
cliente 357;CNF;FOR;7 dias;4 estrelas;R$ 6500
cliente 358;SSA;BEL;3 dias;3 estrelas;R$ 4000
cliente 359;FOR;SAO;11 dias;3 estrelas;R$ 6000
cliente 360;CNF;REC;2 dias;5 estrelas;R$ 2000
cliente 361;FOR;BEL;1 dias;2 estrelas;R$ 9000
cliente 362;FOR;BEL;4 dias;5 estrelas;R$ 4500
cliente 363;BEL;SSA;12 dias;4 estrelas;R$ 2500
cliente 364;REC;SSA;5 dias;3 estrelas;R$ 3000
cliente 365;BEL;SAO;8 dias;1 estrelas;R$ 2000
cliente 366;SAO;RIO;13 dias;4 estrelas;R$ 5500
cliente 367;CNF;FOR;14 dias;1 estrelas;R$ 9500
cliente 368;SAO;FOR;14 dias;3 estrelas;R$ 5500
cliente 369;CNF;SAO;12 dias;4 estrelas;R$ 6500
cliente 370;FOR;RIO;4 dias;2 estrelas;R$ 10000
cliente 371;CNF;FOR;6 dias;1 estrelas;R$ 2500
cliente 372;REC;RIO;5 dias;3 estrelas;R$ 8000
cliente 373;REC;FOR;14 dias;2 estrelas;R$ 5500
cliente 374;SSA;SAO;13 dias;1 estrelas;R$ 9500
cliente 375;RIO;REC;5 dias;1 estrelas;R$ 7500
cliente 376;REC;BEL;8 dias;2 estrelas;R$ 9500
cliente 377;FOR;CNF;15 dias;4 estrelas;R$ 2500
cliente 378;SAO;REC;6 dias;3 estrelas;R$ 7000
cliente 379;BEL;REC;4 dias;4 estrelas;R$ 6500
cliente 380;CNF;RIO;6 dias;3 estrelas;R$ 2500
cliente 381;CNF;FOR;14 dias;5 estrelas;R$ 10000
cliente 382;REC;FOR;10 dias;1 estrelas;R$ 4500
cliente 383;REC;RIO;1 dias;1 estrelas;R$ 9000
cliente 384;CNF;SSA;2 dias;1 estrelas;R$ 5000
cliente 385;CNF;REC;14 dias;1 estrelas;R$ 8000
cliente 386;CNF;SSA;11 dias;4 estrelas;R$ 4000
cliente 387;REC;BEL;12 dias;3 estrelas;R$ 5000
cliente 388;SSA;RIO;7 dias;2 estrelas;R$ 6500
cliente 389;FOR;BEL;11 dias;1 estrelas;R$ 7500
cliente 390;SAO;BEL;4 dias;4 estrelas;R$ 5000
cliente 391;SSA;BEL;7 dias;1 estrelas;R$ 2500
cliente 392;FOR;SAO;1 dias;1 estrelas;R$ 6500
cliente 393;SSA;REC;10 dias;4 estrelas;R$ 6000
cliente 394;FOR;SAO;12 dias;4 estrelas;R$ 4000
cliente 395;RIO;BEL;15 dias;2 estrelas;R$ 7000
cliente 396;SAO;SSA;5 dias;4 estrelas;R$ 3500
cliente 397;SSA;REC;2 dias;5 estrelas;R$ 2000
cliente 398;REC;CNF;9 dias;1 estrelas;R$ 8000
cliente 399;FOR;SAO;15 dias;2 estrelas;R$ 6000
cliente 400;FOR;REC;15 dias;5 estrelas;R$ 9500
cliente 401;SAO;SSA;4 dias;5 estrelas;R$ 6000
cliente 402;REC;RIO;12 dias;2 estrelas;R$ 5500
cliente 403;REC;FOR;6 dias;5 estrelas;R$ 6000
cliente 404;CNF;SAO;9 dias;3 estrelas;R$ 6000
cliente 405;FOR;RIO;5 dias;2 estrelas;R$ 8500
cliente 406;RIO;BEL;12 dias;5 estrelas;R$ 6000
cliente 407;FOR;CNF;2 dias;4 estrelas;R$ 2000
cliente 408;CNF;SAO;11 dias;2 estrelas;R$ 4000
cliente 409;BEL;REC;5 dias;1 estrelas;R$ 3500
cliente 410;RIO;SSA;9 dias;1 estrelas;R$ 7000
cliente 411;REC;BEL;10 dias;3 estrelas;R$ 9000
cliente 412;SAO;SSA;5 dias;1 estrelas;R$ 8500
cliente 413;FOR;REC;7 dias;2 estrelas;R$ 7500
cliente 414;SAO;BEL;2 dias;3 estrelas;R$ 6000
cliente 415;BEL;SAO;3 dias;3 estrelas;R$ 4000
cliente 416;SSA;RIO;14 dias;5 estrelas;R$ 8500
cliente 417;BEL;SSA;11 dias;2 estrelas;R$ 5000
cliente 418;SAO;REC;5 dias;2 estrelas;R$ 4000
cliente 419;SAO;BEL;1 dias;3 estrelas;R$ 9500
cliente 420;REC;FOR;5 dias;1 estrelas;R$ 7500
cliente 421;SAO;FOR;1 dias;1 estrelas;R$ 7500
cliente 422;RIO;CNF;2 dias;1 estrelas;R$ 5000
cliente 423;SSA;CNF;3 dias;1 estrelas;R$ 8500
cliente 424;SAO;FOR;15 dias;1 estrelas;R$ 2000
cliente 425;RIO;BEL;6 dias;2 estrelas;R$ 6500
cliente 426;RIO;FOR;11 dias;2 estrelas;R$ 2500
