cliente 65;RIO;BEL;15 dias;3 estrelas;R$ 6000
cliente 66;REC;CNF;5 dias;2 estrelas;R$ 3000
cliente 67;SSA;BEL;3 dias;2 estrelas;R$ 8500
cliente 68;SAO;REC;14 dias;2 estrelas;R$ 2500
cliente 69;SAO;BEL;14 dias;4 estrelas;R$ 3000
cliente 70;FOR;BEL;5 dias;4 estrelas;R$ 5500
cliente 71;RIO;BEL;12 dias;4 estrelas;R$ 8500
cliente 72;SSA;RIO;4 dias;3 estrelas;R$ 9500
cliente 73;SAO;FOR;1 dias;3 estrelas;R$ 8000
cliente 74;CNF;FOR;9 dias;1 estrelas;R$ 9500
cliente 75;FOR;CNF;13 dias;5 estrelas;R$ 9500
cliente 76;RIO;BEL;15 dias;2 estrelas;R$ 3000
cliente 77;REC;FOR;15 dias;5 estrelas;R$ 9500
cliente 78;REC;BEL;9 dias;3 estrelas;R$ 4000
cliente 79;FOR;REC;11 dias;1 estrelas;R$ 7500
cliente 80;FOR;BEL;4 dias;4 estrelas;R$ 2000
cliente 81;RIO;SAO;8 dias;2 estrelas;R$ 6000
cliente 82;FOR;RIO;7 dias;3 estrelas;R$ 7000
cliente 83;BEL;FOR;10 dias;3 estrelas;R$ 7500
cliente 84;REC;RIO;6 dias;3 estrelas;R$ 5000
cliente 85;RIO;CNF;11 dias;2 estrelas;R$ 6000
cliente 86;SAO;FOR;12 dias;4 estrelas;R$ 2500
cliente 87;BEL;FOR;6 dias;3 estrelas;R$ 10000
cliente 88;REC;FOR;6 dias;5 estrelas;R$ 5500
cliente 89;RIO;CNF;1 dias;1 estrelas;R$ 6500
cliente 90;SAO;FOR;3 dias;5 estrelas;R$ 2500
cliente 91;BEL;CNF;8 dias;4 estrelas;R$ 9500
cliente 92;FOR;BEL;14 dias;2 estrelas;R$ 5000
cliente 93;FOR;CNF;10 dias;4 estrelas;R$ 3500
cliente 94;BEL;SAO;10 dias;5 estrelas;R$ 4000
cliente 95;REC;SAO;2 dias;3 estrelas;R$ 8000
cliente 96;REC;FOR;15 dias;4 estrelas;R$ 4500
cliente 97;FOR;CNF;6 dias;1 estrelas;R$ 2000
cliente 98;FOR;SSA;13 dias;5 estrelas;R$ 6500
cliente 99;SAO;RIO;1 dias;1 estrelas;R$ 4000
cliente 100;CNF;FOR;4 dias;2 estrelas;R$ 4500
cliente 101;REC;SSA;2 dias;2 estrelas;R$ 7000
cliente 102;SSA;CNF;10 dias;4 estrelas;R$ 8000
cliente 103;REC;SSA;10 dias;1 estrelas;R$ 8500
cliente 104;REC;CNF;8 dias;5 estrelas;R$ 3000
cliente 105;SSA;REC;1 dias;4 estrelas;R$ 6000
cliente 106;SAO;REC;5 dias;3 estrelas;R$ 4000
cliente 107;BEL;CNF;4 dias;2 estrelas;R$ 3500
cliente 108;SSA;CNF;14 dias;2 estrelas;R$ 7000
cliente 109;CNF;BEL;14 dias;1 estrelas;R$ 4500
cliente 110;SAO;BEL;11 dias;1 estrelas;R$ 7000
cliente 111;FOR;SSA;10 dias;2 estrelas;R$ 3000
cliente 112;RIO;REC;11 dias;2 estrelas;R$ 8500
cliente 113;FOR;SAO;1 dias;1 estrelas;R$ 2000
cliente 114;BEL;RIO;2 dias;4 estrelas;R$ 4500
cliente 115;REC;FOR;3 dias;2 estrelas;R$ 3500
cliente 116;SAO;BEL;15 dias;2 estrelas;R$ 3500
cliente 117;SSA;RIO;4 dias;2 estrelas;R$ 5000
cliente 118;REC;SAO;5 dias;4 estrelas;R$ 5000
cliente 119;SAO;BEL;1 dias;3 estrelas;R$ 4500
cliente 120;CNF;REC;12 dias;1 estrelas;R$ 7000
cliente 121;FOR;RIO;3 dias;4 estrelas;R$ 8500
cliente 122;REC;BEL;3 dias;5 estrelas;R$ 7000
cliente 123;CNF;BEL;11 dias;1 estrelas;R$ 6000
cliente 124;FOR;CNF;3 dias;3 estrelas;R$ 4000
cliente 125;BEL;FOR;7 dias;5 estrelas;R$ 9500
cliente 126;CNF;SAO;6 dias;2 estrelas;R$ 4500
cliente 127;RIO;SSA;6 dias;2 estrelas;R$ 5500
cliente 128;CNF;FOR;14 dias;3 estrelas;R$ 8000
cliente 129;SAO;FOR;9 dias;3 estrelas;R$ 8000
cliente 130;CNF;REC;15 dias;1 estrelas;R$ 6500
cliente 131;SSA;SAO;8 dias;2 estrelas;R$ 8500
cliente 132;SAO;RIO;3 dias;2 estrelas;R$ 6000
cliente 133;RIO;SSA;4 dias;5 estrelas;R$ 9000
cliente 134;SSA;RIO;14 dias;4 estrelas;R$ 8500
cliente 135;BEL;REC;11 dias;2 estrelas;R$ 4500
cliente 136;BEL;CNF;13 dias;5 estrelas;R$ 7500
cliente 137;BEL;CNF;11 dias;1 estrelas;R$ 9500
cliente 138;REC;FOR;2 dias;5 estrelas;R$ 6000
cliente 139;FOR;SAO;12 dias;1 estrelas;R$ 2500
cliente 140;FOR;BEL;13 dias;4 estrelas;R$ 8000
cliente 141;REC;SSA;6 dias;3 estrelas;R$ 9500
cliente 142;BEL;FOR;3 dias;4 estrelas;R$ 5500
cliente 143;SSA;CNF;5 dias;3 estrelas;R$ 7500
cliente 144;REC;CNF;10 dias;2 estrelas;R$ 4500
cliente 145;SAO;FOR;7 dias;4 estrelas;R$ 7000
cliente 146;CNF;SAO;8 dias;2 estrelas;R$ 8500
cliente 147;SAO;FOR;15 dias;1 estrelas;R$ 9500
cliente 148;SAO;CNF;3 dias;2 estrelas;R$ 9000
cliente 149;SAO;BEL;14 dias;4 estrelas;R$ 2500
cliente 150;RIO;CNF;4 dias;3 estrelas;R$ 7000
cliente 151;SSA;RIO;5 dias;4 estrelas;R$ 2500
cliente 152;FOR;SAO;2 dias;3 estrelas;R$ 5000
cliente 153;REC;BEL;15 dias;5 estrelas;R$ 6500
cliente 154;RIO;BEL;1 dias;5 estrelas;R$ 5000
cliente 155;REC;SSA;7 dias;4 estrelas;R$ 3000
cliente 156;REC;BEL;4 dias;2 estrelas;R$ 2000
cliente 157;SSA;SAO;14 dias;1 estrelas;R$ 7500
cliente 158;SSA;FOR;5 dias;4 estrelas;R$ 2500
cliente 159;SSA;REC;6 dias;2 estrelas;R$ 6000
cliente 160;SSA;REC;5 dias;3 estrelas;R$ 7500
cliente 161;SAO;REC;12 dias;4 estrelas;R$ 4500
cliente 162;BEL;FOR;10 dias;2 estrelas;R$ 4500
cliente 163;SAO;BEL;11 dias;3 estrelas;R$ 7000
cliente 164;SSA;BEL;15 dias;2 estrelas;R$ 5000
cliente 165;FOR;SSA;14 dias;5 estrelas;R$ 3000
cliente 166;CNF;REC;3 dias;5 estrelas;R$ 2000
cliente 167;FOR;RIO;12 dias;1 estrelas;R$ 5000
cliente 168;RIO;SAO;13 dias;1 estrelas;R$ 8000
cliente 169;SSA;RIO;1 dias;1 estrelas;R$ 2000
cliente 170;CNF;SSA;10 dias;1 estrelas;R$ 3500
cliente 171;BEL;REC;2 dias;5 estrelas;R$ 5000
cliente 172;BEL;SSA;14 dias;1 estrelas;R$ 3000
cliente 173;RIO;BEL;12 dias;3 estrelas;R$ 4500
cliente 174;SSA;RIO;12 dias;2 estrelas;R$ 9500
cliente 175;SSA;CNF;9 dias;1 estrelas;R$ 5000
cliente 176;CNF;REC;11 dias;4 estrelas;R$ 10000
cliente 177;SSA;FOR;14 dias;4 estrelas;R$ 5500
cliente 178;SAO;RIO;3 dias;3 estrelas;R$ 5500
cliente 179;CNF;SSA;2 dias;4 estrelas;R$ 10000
cliente 180;SAO;BEL;9 dias;4 estrelas;R$ 3500
cliente 181;CNF;FOR;3 dias;5 estrelas;R$ 8000
cliente 182;REC;SAO;10 dias;3 estrelas;R$ 8500
cliente 183;BEL;FOR;8 dias;3 estrelas;R$ 3000
cliente 184;BEL;REC;10 dias;2 estrelas;R$ 7500
cliente 185;RIO;FOR;7 dias;2 estrelas;R$ 7000
cliente 186;REC;SAO;13 dias;3 estrelas;R$ 2500
cliente 187;CNF;REC;4 dias;4 estrelas;R$ 3500
cliente 188;BEL;RIO;15 dias;1 estrelas;R$ 10000
cliente 189;RIO;CNF;2 dias;3 estrelas;R$ 5500
cliente 190;RIO;REC;5 dias;5 estrelas;R$ 9500
cliente 191;SSA;REC;8 dias;1 estrelas;R$ 2500
cliente 192;RIO;BEL;2 dias;3 estrelas;R$ 3000
cliente 193;SSA;RIO;2 dias;5 estrelas;R$ 2000
cliente 194;CNF;SAO;5 dias;4 estrelas;R$ 4500
cliente 195;RIO;SSA;3 dias;1 estrelas;R$ 6000
cliente 196;RIO;BEL;9 dias;4 estrelas;R$ 7500
cliente 197;REC;SAO;15 dias;3 estrelas;R$ 8500
cliente 198;CNF;BEL;1 dias;4 estrelas;R$ 3500
cliente 199;SSA;FOR;10 dias;4 estrelas;R$ 5000
cliente 200;SAO;REC;6 dias;3 estrelas;R$ 6500
cliente 201;SAO;REC;3 dias;2 estrelas;R$ 10000
cliente 202;CNF;RIO;2 dias;2 estrelas;R$ 7500
cliente 203;REC;BEL;13 dias;3 estrelas;R$ 8000
cliente 204;SSA;CNF;14 dias;4 estrelas;R$ 5500
cliente 205;SSA;FOR;9 dias;4 estrelas;R$ 8000
cliente 206;RIO;SSA;10 dias;2 estrelas;R$ 2500
cliente 207;CNF;SSA;14 dias;5 estrelas;R$ 6500
cliente 208;REC;SSA;4 dias;3 estrelas;R$ 7500
cliente 209;REC;RIO;12 dias;4 estrelas;R$ 6000
cliente 210;CNF;SAO;9 dias;5 estrelas;R$ 8500
cliente 211;RIO;BEL;4 dias;4 estrelas;R$ 8500
cliente 212;CNF;BEL;2 dias;5 estrelas;R$ 3500
cliente 213;SAO;CNF;13 dias;5 estrelas;R$ 7500
cliente 214;CNF;FOR;13 dias;3 estrelas;R$ 4500
cliente 215;RIO;CNF;9 dias;4 estrelas;R$ 3000
cliente 216;REC;CNF;2 dias;3 estrelas;R$ 4500
cliente 217;RIO;REC;15 dias;3 estrelas;R$ 6500
cliente 218;SSA;RIO;2 dias;1 estrelas;R$ 4500
cliente 219;SAO;SSA;6 dias;2 estrelas;R$ 2500
cliente 220;SAO;SSA;13 dias;4 estrelas;R$ 3000
cliente 221;FOR;SSA;15 dias;4 estrelas;R$ 7500
cliente 222;BEL;CNF;13 dias;5 estrelas;R$ 4000
cliente 223;FOR;RIO;3 dias;2 estrelas;R$ 3000
cliente 224;CNF;SSA;7 dias;5 estrelas;R$ 2000
cliente 225;SSA;REC;7 dias;4 estrelas;R$ 10000
cliente 226;FOR;RIO;9 dias;4 estrelas;R$ 8000
cliente 227;RIO;SSA;14 dias;2 estrelas;R$ 4500
cliente 228;SAO;RIO;4 dias;1 estrelas;R$ 4500
cliente 229;CNF;BEL;15 dias;2 estrelas;R$ 9000
cliente 230;CNF;REC;6 dias;1 estrelas;R$ 3500
cliente 231;SSA;BEL;15 dias;1 estrelas;R$ 9500
cliente 232;SSA;RIO;11 dias;4 estrelas;R$ 8500
cliente 233;FOR;REC;4 dias;4 estrelas;R$ 4000
cliente 234;SSA;BEL;7 dias;1 estrelas;R$ 5000
cliente 235;SSA;SAO;6 dias;5 estrelas;R$ 8000
cliente 236;CNF;SSA;12 dias;5 estrelas;R$ 3500
cliente 237;FOR;SAO;12 dias;3 estrelas;R$ 10000
cliente 238;BEL;SAO;5 dias;3 estrelas;R$ 5000
cliente 239;SAO;BEL;3 dias;4 estrelas;R$ 2500
cliente 240;BEL;FOR;11 dias;3 estrelas;R$ 10000
cliente 241;BEL;SSA;6 dias;5 estrelas;R$ 4500
cliente 242;SAO;FOR;13 dias;2 estrelas;R$ 5500
cliente 243;RIO;CNF;12 dias;4 estrelas;R$ 3500
cliente 244;REC;RIO;11 dias;4 estrelas;R$ 6000
cliente 245;REC;SAO;7 dias;2 estrelas;R$ 2000
cliente 246;CNF;BEL;8 dias;4 estrelas;R$ 5000
cliente 247;FOR;CNF;11 dias;1 estrelas;R$ 6000
cliente 248;FOR;BEL;12 dias;5 estrelas;R$ 9000
cliente 249;REC;BEL;12 dias;4 estrelas;R$ 6500
cliente 250;SSA;BEL;7 dias;1 estrelas;R$ 3000
cliente 251;RIO;REC;7 dias;1 estrelas;R$ 7500
cliente 252;REC;SSA;7 dias;1 estrelas;R$ 9500
cliente 253;REC;RIO;12 dias;5 estrelas;R$ 6500
cliente 254;REC;CNF;2 dias;5 estrelas;R$ 7000
cliente 255;RIO;SSA;11 dias;2 estrelas;R$ 5500
cliente 256;RIO;SSA;9 dias;1 estrelas;R$ 4500
cliente 257;SSA;FOR;9 dias;3 estrelas;R$ 2500
cliente 258;CNF;SAO;5 dias;3 estrelas;R$ 2000
cliente 259;RIO;SAO;14 dias;1 estrelas;R$ 4500
cliente 260;REC;BEL;12 dias;2 estrelas;R$ 7500
cliente 261;RIO;BEL;2 dias;4 estrelas;R$ 8000
cliente 262;SAO;FOR;12 dias;1 estrelas;R$ 2000
cliente 263;BEL;CNF;9 dias;5 estrelas;R$ 6000
cliente 264;SAO;FOR;14 dias;4 estrelas;R$ 4000
cliente 265;SAO;CNF;1 dias;3 estrelas;R$ 2500
cliente 266;SAO;SSA;5 dias;3 estrelas;R$ 2500
cliente 267;SSA;FOR;1 dias;4 estrelas;R$ 4500
cliente 268;REC;SAO;1 dias;2 estrelas;R$ 2500
cliente 269;RIO;FOR;1 dias;1 estrelas;R$ 7500
cliente 270;FOR;REC;7 dias;3 estrelas;R$ 8000
cliente 271;FOR;RIO;13 dias;1 estrelas;R$ 8500
cliente 272;REC;SSA;6 dias;5 estrelas;R$ 6500
cliente 273;CNF;FOR;8 dias;5 estrelas;R$ 8500
cliente 274;FOR;BEL;8 dias;4 estrelas;R$ 10000
cliente 275;BEL;FOR;2 dias;4 estrelas;R$ 3500
cliente 276;FOR;CNF;2 dias;3 estrelas;R$ 6000
cliente 277;RIO;REC;13 dias;3 estrelas;R$ 3000
cliente 278;REC;FOR;4 dias;4 estrelas;R$ 3500
cliente 279;CNF;BEL;5 dias;4 estrelas;R$ 3000
cliente 280;RIO;SAO;4 dias;2 estrelas;R$ 3500
cliente 281;RIO;SSA;11 dias;4 estrelas;R$ 7500
cliente 282;SAO;CNF;1 dias;5 estrelas;R$ 4000
cliente 283;REC;SAO;12 dias;2 estrelas;R$ 2500
cliente 284;SSA;SAO;5 dias;5 estrelas;R$ 5000
cliente 285;FOR;RIO;7 dias;5 estrelas;R$ 6500
cliente 286;BEL;RIO;7 dias;1 estrelas;R$ 7500
cliente 287;SAO;BEL;12 dias;2 estrelas;R$ 4000
cliente 288;REC;RIO;13 dias;5 estrelas;R$ 8000
cliente 289;SSA;FOR;15 dias;5 estrelas;R$ 2500
cliente 290;CNF;RIO;4 dias;1 estrelas;R$ 7000
cliente 291;SSA;BEL;1 dias;1 estrelas;R$ 2000
cliente 292;RIO;FOR;10 dias;5 estrelas;R$ 2000
cliente 293;CNF;BEL;4 dias;2 estrelas;R$ 6500
cliente 294;CNF;BEL;4 dias;2 estrelas;R$ 4000
cliente 295;RIO;CNF;11 dias;5 estrelas;R$ 6000
cliente 296;RIO;CNF;14 dias;2 estrelas;R$ 10000
cliente 297;SSA;RIO;9 dias;2 estrelas;R$ 4000
cliente 298;SSA;BEL;3 dias;2 estrelas;R$ 5500
cliente 299;BEL;RIO;2 dias;2 estrelas;R$ 5500
cliente 300;REC;SSA;14 dias;4 estrelas;R$ 4000
cliente 301;FOR;SSA;3 dias;5 estrelas;R$ 6500
cliente 302;RIO;CNF;5 dias;1 estrelas;R$ 4500
cliente 303;SAO;FOR;4 dias;3 estrelas;R$ 10000
cliente 304;CNF;FOR;7 dias;1 estrelas;R$ 2000
cliente 305;FOR;RIO;3 dias;3 estrelas;R$ 7000
cliente 306;BEL;RIO;8 dias;4 estrelas;R$ 2500
cliente 307;FOR;REC;14 dias;3 estrelas;R$ 6000
cliente 308;CNF;FOR;1 dias;4 estrelas;R$ 7500
cliente 309;CNF;SAO;12 dias;5 estrelas;R$ 5000
cliente 310;SAO;BEL;7 dias;3 estrelas;R$ 7000
cliente 311;REC;CNF;2 dias;5 estrelas;R$ 4000
cliente 312;SSA;CNF;11 dias;1 estrelas;R$ 2000
cliente 313;FOR;SSA;14 dias;5 estrelas;R$ 4000
cliente 314;RIO;REC;11 dias;1 estrelas;R$ 2000
cliente 315;SAO;REC;6 dias;1 estrelas;R$ 6500
cliente 316;REC;BEL;9 dias;4 estrelas;R$ 3000
cliente 317;SAO;SSA;4 dias;1 estrelas;R$ 6500
cliente 318;SSA;REC;4 dias;5 estrelas;R$ 8000
cliente 319;REC;SAO;14 dias;5 estrelas;R$ 4000
cliente 320;BEL;FOR;9 dias;4 estrelas;R$ 2500
cliente 321;CNF;SSA;8 dias;3 estrelas;R$ 3500
cliente 322;BEL;RIO;3 dias;1 estrelas;R$ 8000
cliente 323;BEL;SSA;2 dias;4 estrelas;R$ 9000
cliente 324;SSA;CNF;6 dias;4 estrelas;R$ 7000
cliente 325;REC;FOR;14 dias;3 estrelas;R$ 7000
cliente 326;FOR;CNF;8 dias;2 estrelas;R$ 7000
cliente 327;CNF;SAO;15 dias;3 estrelas;R$ 5500
cliente 328;SAO;SSA;6 dias;4 estrelas;R$ 6500
cliente 329;REC;RIO;2 dias;1 estrelas;R$ 9000
cliente 330;RIO;CNF;11 dias;4 estrelas;R$ 6500
cliente 331;SAO;FOR;1 dias;5 estrelas;R$ 2000
cliente 332;FOR;SSA;13 dias;3 estrelas;R$ 10000
cliente 333;REC;FOR;4 dias;4 estrelas;R$ 3500
cliente 334;RIO;SSA;10 dias;3 estrelas;R$ 5500
cliente 335;FOR;SAO;7 dias;3 estrelas;R$ 3500
cliente 336;REC;SAO;5 dias;5 estrelas;R$ 8000
cliente 337;RIO;CNF;4 dias;1 estrelas;R$ 3000
cliente 338;BEL;REC;14 dias;5 estrelas;R$ 3000
cliente 339;SAO;SSA;13 dias;1 estrelas;R$ 2000
cliente 340;SSA;FOR;3 dias;4 estrelas;R$ 10000
cliente 341;REC;FOR;8 dias;1 estrelas;R$ 8500
cliente 342;SSA;SAO;5 dias;1 estrelas;R$ 2000
cliente 343;RIO;BEL;7 dias;4 estrelas;R$ 2000
cliente 344;CNF;REC;12 dias;1 estrelas;R$ 2000
cliente 345;RIO;BEL;12 dias;1 estrelas;R$ 5000
cliente 346;REC;BEL;8 dias;3 estrelas;R$ 3000
cliente 347;FOR;REC;13 dias;1 estrelas;R$ 4500
cliente 348;SAO;SSA;11 dias;4 estrelas;R$ 7500
cliente 349;SSA;FOR;1 dias;2 estrelas;R$ 8000
cliente 350;CNF;BEL;14 dias;1 estrelas;R$ 4500
cliente 351;SSA;FOR;2 dias;5 estrelas;R$ 2000
cliente 352;RIO;CNF;9 dias;4 estrelas;R$ 2000
cliente 353;CNF;SAO;3 dias;4 estrelas;R$ 8000
cliente 354;CNF;RIO;4 dias;3 estrelas;R$ 7500
cliente 355;REC;SSA;15 dias;5 estrelas;R$ 6000
cliente 356;RIO;SAO;10 dias;3 estrelas;R$ 5000
cliente 357;BEL;SSA;9 dias;2 estrelas;R$ 8000
cliente 358;REC;CNF;1 dias;5 estrelas;R$ 5500
cliente 359;BEL;CNF;11 dias;1 estrelas;R$ 4000
cliente 360;BEL;CNF;13 dias;2 estrelas;R$ 5000
cliente 361;SSA;SAO;5 dias;3 estrelas;R$ 4000
cliente 362;REC;RIO;12 dias;5 estrelas;R$ 9500
cliente 363;REC;RIO;12 dias;1 estrelas;R$ 2000
cliente 364;SSA;SAO;9 dias;4 estrelas;R$ 4000
cliente 365;CNF;REC;13 dias;3 estrelas;R$ 6000
cliente 366;CNF;FOR;12 dias;3 estrelas;R$ 6500
cliente 367;REC;CNF;15 dias;4 estrelas;R$ 4000
cliente 368;BEL;RIO;3 dias;2 estrelas;R$ 6000
cliente 369;SSA;FOR;15 dias;1 estrelas;R$ 5000
cliente 370;REC;FOR;2 dias;3 estrelas;R$ 5500
cliente 371;REC;SSA;4 dias;2 estrelas;R$ 7500
cliente 372;SSA;SAO;5 dias;5 estrelas;R$ 7000
cliente 373;SAO;FOR;11 dias;4 estrelas;R$ 8500
cliente 374;REC;CNF;9 dias;1 estrelas;R$ 8000
cliente 375;CNF;BEL;12 dias;3 estrelas;R$ 4000
cliente 376;FOR;CNF;6 dias;1 estrelas;R$ 9500
cliente 377;BEL;CNF;9 dias;4 estrelas;R$ 3000
cliente 378;BEL;FOR;12 dias;5 estrelas;R$ 3000
cliente 379;FOR;RIO;2 dias;5 estrelas;R$ 3000
cliente 380;SAO;REC;12 dias;4 estrelas;R$ 7000
cliente 381;CNF;REC;14 dias;3 estrelas;R$ 2500
cliente 382;RIO;FOR;1 dias;4 estrelas;R$ 10000
cliente 383;FOR;CNF;14 dias;3 estrelas;R$ 6500
cliente 384;BEL;REC;14 dias;3 estrelas;R$ 10000
cliente 385;SAO;REC;14 dias;3 estrelas;R$ 8500
cliente 386;SSA;RIO;10 dias;5 estrelas;R$ 5000
cliente 387;SAO;REC;9 dias;4 estrelas;R$ 4000
cliente 388;CNF;REC;5 dias;2 estrelas;R$ 4000
cliente 389;BEL;CNF;11 dias;5 estrelas;R$ 5000
cliente 390;FOR;BEL;6 dias;5 estrelas;R$ 2500
cliente 391;FOR;SSA;10 dias;5 estrelas;R$ 6500
cliente 392;BEL;RIO;8 dias;1 estrelas;R$ 3000
cliente 393;FOR;REC;15 dias;4 estrelas;R$ 2500
cliente 394;SAO;BEL;4 dias;1 estrelas;R$ 4500
cliente 395;SAO;SSA;9 dias;4 estrelas;R$ 10000
cliente 396;FOR;RIO;1 dias;2 estrelas;R$ 8000
cliente 397;REC;SSA;7 dias;3 estrelas;R$ 3000
cliente 398;FOR;SAO;11 dias;2 estrelas;R$ 6000
cliente 399;SSA;FOR;15 dias;4 estrelas;R$ 4000
cliente 400;SAO;FOR;15 dias;4 estrelas;R$ 7500
cliente 401;RIO;CNF;10 dias;4 estrelas;R$ 4000
cliente 402;BEL;SAO;3 dias;1 estrelas;R$ 7500
cliente 403;CNF;SSA;12 dias;3 estrelas;R$ 4000
cliente 404;BEL;SAO;10 dias;4 estrelas;R$ 10000
cliente 405;CNF;SAO;6 dias;5 estrelas;R$ 5000
cliente 406;REC;SSA;8 dias;2 estrelas;R$ 3500
cliente 407;SSA;BEL;14 dias;2 estrelas;R$ 4000
cliente 408;BEL;SAO;5 dias;3 estrelas;R$ 7000
cliente 409;FOR;RIO;8 dias;1 estrelas;R$ 6500
cliente 410;FOR;RIO;7 dias;5 estrelas;R$ 3000
cliente 411;REC;FOR;6 dias;4 estrelas;R$ 4500
cliente 412;REC;CNF;8 dias;5 estrelas;R$ 2000
cliente 413;FOR;SAO;1 dias;4 estrelas;R$ 4500
cliente 414;REC;SSA;4 dias;1 estrelas;R$ 3500
cliente 415;FOR;RIO;9 dias;5 estrelas;R$ 7000
cliente 416;REC;RIO;4 dias;4 estrelas;R$ 3500
cliente 417;SSA;RIO;13 dias;4 estrelas;R$ 2000
cliente 418;BEL;FOR;11 dias;2 estrelas;R$ 9000
cliente 419;FOR;SSA;7 dias;3 estrelas;R$ 3000
cliente 420;REC;RIO;14 dias;2 estrelas;R$ 9500
cliente 421;FOR;SSA;6 dias;2 estrelas;R$ 8500
cliente 422;BEL;CNF;15 dias;5 estrelas;R$ 3500
cliente 423;RIO;SAO;4 dias;4 estrelas;R$ 3000
cliente 424;RIO;SSA;9 dias;4 estrelas;R$ 9500
cliente 425;FOR;RIO;4 dias;3 estrelas;R$ 4500
cliente 426;FOR;SAO;2 dias;1 estrelas;R$ 9000
